Nome;Sobrenome;Posicao_Jogador;ID_Jogador;ID_Jogo;Data_Hora_Jogo;Nome_Time;Nome_Oponente;Casa;Minutos;Pontos;Assistencias;3PTS_Feitos;reboundsDefensive;reboundsOffensive;Rebotes
Jusuf;Nurkic;C;203994.0;22500240;16/11/2025;Jazz;Bulls;1.0;38.02;5.0;5.0;0.0;11.0;3.0;14.0
D'Angelo;Russell;G;1626156.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;22.16;12.0;7.0;1.0;2.0;0.0;2.0
Caleb;Martin;F;1628997.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;5.04;0.0;1.0;0.0;1.0;0.0;1.0
P.J.;Washington;F;1629023.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;38.2;21.0;2.0;5.0;6.0;1.0;7.0
Robert;Williams III;C-F;1629057.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;16.38;6.0;1.0;0.0;3.0;2.0;5.0
Daniel;Gafford;F-C;1629655.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;31.11;20.0;2.0;0.0;3.0;3.0;6.0
Matisse;Thybulle;G-F;1629680.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Deni;Avdija;F;1630166.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;39.07;29.0;7.0;2.0;4.0;2.0;6.0
Naji;Marshall;F;1630230.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;27.04;9.0;3.0;0.0;6.0;3.0;9.0
Brandon;Williams;G;1630314.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;30.44;15.0;6.0;0.0;2.0;1.0;3.0
Moussa;Cisse;C;1630619.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;7.24;5.0;0.0;0.0;0.0;1.0;1.0
Jaden;Hardy;G;1630702.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Scoot;Henderson;;1630703.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Shaedon;Sharpe;G;1631101.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;38.31;36.0;6.0;3.0;2.0;2.0;4.0
Max;Christie;G;1631108.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;28.19;14.0;4.0;3.0;4.0;0.0;4.0
Caleb;Love;G;1631126.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;14.15;2.0;2.0;0.0;2.0;0.0;2.0
Kris;Murray;F;1631200.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;32.13;6.0;2.0;2.0;3.0;2.0;5.0
Sidy;Cissoko;G;1631321.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;11.41;1.0;1.0;0.0;1.0;1.0;2.0
Rayan;Rupert;G-F;1641712.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;4.46;0.0;0.0;0.0;3.0;0.0;3.0
Dereck;Lively II;C;1641726.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;11.52;2.0;1.0;0.0;2.0;1.0;3.0
Toumani;Camara;F;1641739.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;40.31;11.0;3.0;1.0;6.0;4.0;10.0
Duop;Reath;C;1641871.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Donovan;Clingan;C;1642270.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;27.54;16.0;2.0;2.0;4.0;7.0;11.0
Cooper;Flagg;F;1642843.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;37.06;21.0;5.0;1.0;6.0;2.0;8.0
Miles;Kelly;G;1642939.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jrue;Holiday;G;201950.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Klay;Thompson;G;202691.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;25.4;19.0;2.0;5.0;2.0;1.0;3.0
Damian;Lillard;;203081.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jerami;Grant;F;203924.0;22500238;16/11/2025;Trail Blazers;Mavericks;0.0;39.23;26.0;2.0;4.0;3.0;2.0;5.0
Dwight;Powell;F-C;203939.0;22500238;16/11/2025;Mavericks;Trail Blazers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Tyus;Jones;G;1626145.0;22500236;16/11/2025;Magic;Rockets;0.0;15.2;0.0;2.0;0.0;2.0;0.0;2.0
Jonathan;Isaac;F;1628371.0;22500236;16/11/2025;Magic;Rockets;0.0;13.5;3.0;0.0;1.0;5.0;1.0;6.0
Wendell;Carter Jr.;C-F;1628976.0;22500236;16/11/2025;Magic;Rockets;0.0;37.25;15.0;2.0;2.0;4.0;2.0;6.0
Aaron;Holiday;G;1628988.0;22500236;16/11/2025;Rockets;Magic;1.0;15.35;10.0;0.0;2.0;1.0;0.0;1.0
Josh;Okogie;G;1629006.0;22500236;16/11/2025;Rockets;Magic;1.0;21.47;1.0;1.0;0.0;2.0;0.0;2.0
Goga;Bitadze;C-F;1629048.0;22500236;16/11/2025;Magic;Rockets;0.0;15.33;4.0;1.0;0.0;1.0;3.0;4.0
Desmond;Bane;G;1630217.0;22500236;16/11/2025;Magic;Rockets;0.0;44.15;26.0;4.0;2.0;2.0;2.0;4.0
Jae'Sean;Tate;F;1630256.0;22500236;16/11/2025;Rockets;Magic;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Franz;Wagner;F;1630532.0;22500236;16/11/2025;Magic;Rockets;0.0;42.5;29.0;4.0;3.0;5.0;0.0;5.0
Alperen;Sengun;C;1630578.0;22500236;16/11/2025;Rockets;Magic;1.0;44.36;30.0;8.0;0.0;4.0;8.0;12.0
Jabari;Smith Jr.;F;1631095.0;22500236;16/11/2025;Rockets;Magic;1.0;43.09;10.0;0.0;2.0;9.0;1.0;10.0
Orlando;Robinson;C;1631115.0;22500236;16/11/2025;Magic;Rockets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
JD;Davison;G;1631120.0;22500236;16/11/2025;Rockets;Magic;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jamal;Cain;F;1631288.0;22500236;16/11/2025;Magic;Rockets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Amen;Thompson;G-F;1641708.0;22500236;16/11/2025;Rockets;Magic;1.0;38.48;12.0;2.0;0.0;8.0;2.0;10.0
Anthony;Black;G;1641710.0;22500236;16/11/2025;Magic;Rockets;0.0;35.46;18.0;4.0;1.0;3.0;0.0;3.0
Jett;Howard;G;1641724.0;22500236;16/11/2025;Magic;Rockets;0.0;19.39;5.0;2.0;1.0;2.0;0.0;2.0
Tristan;da Silva;F;1641783.0;22500236;16/11/2025;Magic;Rockets;0.0;40.22;13.0;2.0;2.0;5.0;1.0;6.0
Reed;Sheppard;G;1642263.0;22500236;16/11/2025;Rockets;Magic;1.0;28.46;16.0;2.0;2.0;7.0;0.0;7.0
Jase;Richardson;G;1642859.0;22500236;16/11/2025;Magic;Rockets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Noah;Penda;G-F;1642869.0;22500236;16/11/2025;Magic;Rockets;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kevin;Durant;F;201142.0;22500236;16/11/2025;Rockets;Magic;1.0;45.05;35.0;6.0;2.0;5.0;0.0;5.0
Jeff;Green;F;201145.0;22500236;16/11/2025;Rockets;Magic;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Steven;Adams;C;203500.0;22500236;16/11/2025;Rockets;Magic;1.0;27.15;3.0;0.0;0.0;5.0;8.0;13.0
Clint;Capela;C;203991.0;22500236;16/11/2025;Rockets;Magic;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kevon;Looney;F;1626172.0;22500237;16/11/2025;Pelicans;Warriors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Buddy;Hield;G;1627741.0;22500237;16/11/2025;Warriors;Pelicans;0.0;19.51;11.0;2.0;3.0;2.0;0.0;2.0
Gary;Payton II;G;1627780.0;22500237;16/11/2025;Warriors;Pelicans;0.0;12.03;0.0;0.0;0.0;2.0;1.0;3.0
Zion;Williamson;F;1629627.0;22500237;16/11/2025;Pelicans;Warriors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Saddiq;Bey;G-F;1630180.0;22500237;16/11/2025;Pelicans;Warriors;1.0;28.47;11.0;1.0;2.0;4.0;3.0;7.0
Jonathan;Kuminga;F;1630228.0;22500237;16/11/2025;Warriors;Pelicans;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Pat;Spencer;G;1630311.0;22500237;16/11/2025;Warriors;Pelicans;0.0;4.43;3.0;2.0;1.0;0.0;0.0;0.0
Herbert;Jones;F;1630529.0;22500237;16/11/2025;Pelicans;Warriors;1.0;28.43;6.0;1.0;0.0;2.0;0.0;2.0
Trey;Murphy III;F;1630530.0;22500237;16/11/2025;Pelicans;Warriors;1.0;31.09;20.0;2.0;2.0;7.0;1.0;8.0
Moses;Moody;G;1630541.0;22500237;16/11/2025;Warriors;Pelicans;0.0;33.04;32.0;0.0;8.0;3.0;1.0;4.0
Gui;Santos;F;1630611.0;22500237;16/11/2025;Warriors;Pelicans;0.0;4.43;3.0;0.0;1.0;0.0;0.0;0.0
Jose;Alvarado;G;1630631.0;22500237;16/11/2025;Pelicans;Warriors;1.0;25.14;18.0;3.0;3.0;1.0;0.0;1.0
Bryce;McGowens;G;1631121.0;22500237;16/11/2025;Pelicans;Warriors;1.0;12.35;8.0;0.0;0.0;1.0;0.0;1.0
Trayce;Jackson-Davis;F;1631218.0;22500237;16/11/2025;Warriors;Pelicans;0.0;3.02;2.0;1.0;0.0;0.0;1.0;1.0
Karlo;Matkovic;F-C;1631255.0;22500237;16/11/2025;Pelicans;Warriors;1.0;20.01;4.0;3.0;0.0;1.0;1.0;2.0
Jordan;Hawkins;G;1641722.0;22500237;16/11/2025;Pelicans;Warriors;1.0;14.45;5.0;2.0;1.0;2.0;2.0;4.0
Brandin;Podziemski;G;1641764.0;22500237;16/11/2025;Warriors;Pelicans;0.0;25.47;19.0;3.0;3.0;3.0;0.0;3.0
Yves;Missi;C;1642274.0;22500237;16/11/2025;Pelicans;Warriors;1.0;24.45;8.0;2.0;0.0;1.0;6.0;7.0
Quinten;Post;C;1642366.0;22500237;16/11/2025;Warriors;Pelicans;0.0;10.14;4.0;0.0;1.0;6.0;1.0;7.0
Jeremiah;Fears;G;1642847.0;22500237;16/11/2025;Pelicans;Warriors;1.0;25.09;17.0;1.0;0.0;3.0;2.0;5.0
Derik;Queen;C;1642852.0;22500237;16/11/2025;Pelicans;Warriors;1.0;24.34;9.0;6.0;0.0;7.0;0.0;7.0
Micah;Peavy;G-F;1642877.0;22500237;16/11/2025;Pelicans;Warriors;1.0;4.18;0.0;1.0;0.0;1.0;0.0;1.0
Will;Richard;G;1642954.0;22500237;16/11/2025;Warriors;Pelicans;0.0;22.13;9.0;1.0;1.0;2.0;5.0;7.0
Al;Horford;C-F;201143.0;22500237;16/11/2025;Warriors;Pelicans;0.0;20.11;6.0;6.0;2.0;1.0;1.0;2.0
DeAndre;Jordan;C;201599.0;22500237;16/11/2025;Pelicans;Warriors;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Stephen;Curry;G;201939.0;22500237;16/11/2025;Warriors;Pelicans;0.0;28.07;9.0;3.0;1.0;4.0;1.0;5.0
Jimmy;Butler III;;202710.0;22500237;16/11/2025;Warriors;Pelicans;0.0;31.15;18.0;10.0;1.0;2.0;1.0;3.0
Draymond;Green;F;203110.0;22500237;16/11/2025;Warriors;Pelicans;0.0;24.47;8.0;6.0;2.0;6.0;4.0;10.0
Marvin;Bagley III;F;1628963.0;22500235;16/11/2025;Wizards;Nets;1.0;16.45;4.0;1.0;0.0;3.0;0.0;3.0
Michael;Porter Jr.;F;1629008.0;22500235;16/11/2025;Nets;Wizards;0.0;33.56;34.0;7.0;3.0;9.0;0.0;9.0
Terance;Mann;G-F;1629611.0;22500235;16/11/2025;Nets;Wizards;0.0;29.07;10.0;3.0;2.0;5.0;2.0;7.0
Nic;Claxton;C;1629651.0;22500235;16/11/2025;Nets;Wizards;0.0;30.11;17.0;7.0;0.0;7.0;1.0;8.0
Anthony;Gill;F;1630264.0;22500235;16/11/2025;Wizards;Nets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Ziaire;Williams;F;1630533.0;22500235;16/11/2025;Nets;Wizards;0.0;30.03;13.0;0.0;2.0;4.0;0.0;4.0
Day'Ron;Sharpe;C;1630549.0;22500235;16/11/2025;Nets;Wizards;0.0;15.33;6.0;3.0;0.0;4.0;1.0;5.0
Justin;Champagnie;G-F;1630551.0;22500235;16/11/2025;Wizards;Nets;1.0;6.31;4.0;0.0;0.0;0.0;0.0;0.0
Corey;Kispert;F;1630557.0;22500235;16/11/2025;Wizards;Nets;1.0;15.1;4.0;0.0;0.0;2.0;0.0;2.0
Corey;Kispert;F;1630557.0;22500235;16/11/2025;Wizards;Nets;1.0;15.1;4.0;0.0;0.0;2.0;0.0;2.0
Jalen;Wilson;F;1630592.0;22500235;16/11/2025;Nets;Wizards;0.0;2.16;3.0;0.0;1.0;0.0;0.0;0.0
E.J.;Liddell;F;1630604.0;22500235;16/11/2025;Nets;Wizards;0.0;2.16;0.0;0.0;0.0;0.0;0.0;0.0
Tyson;Etienne;G;1630623.0;22500235;16/11/2025;Nets;Wizards;0.0;2.16;3.0;0.0;1.0;0.0;0.0;0.0
Malaki;Branham;F;1631103.0;22500235;16/11/2025;Wizards;Nets;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Tyrese;Martin;F;1631213.0;22500235;16/11/2025;Nets;Wizards;0.0;26.01;20.0;4.0;3.0;0.0;2.0;2.0
Cam;Whitmore;F;1641715.0;22500235;16/11/2025;Wizards;Nets;1.0;13.09;6.0;1.0;1.0;1.0;1.0;2.0
Noah;Clowney;F-C;1641730.0;22500235;16/11/2025;Nets;Wizards;0.0;29.44;12.0;1.0;4.0;4.0;0.0;4.0
Bilal;Coulibaly;G;1641731.0;22500235;16/11/2025;Wizards;Nets;1.0;27.35;6.0;4.0;0.0;3.0;0.0;3.0
Tristan;Vukcevic;F;1641774.0;22500235;16/11/2025;Wizards;Nets;1.0;6.37;2.0;0.0;0.0;2.0;0.0;2.0
Alex;Sarr;;1642259.0;22500235;16/11/2025;Wizards;Nets;1.0;23.06;9.0;1.0;1.0;2.0;1.0;3.0
Bub;Carrington;G;1642267.0;22500235;16/11/2025;Wizards;Nets;1.0;20.08;5.0;3.0;1.0;4.0;0.0;4.0
Kyshawn;George;F;1642273.0;22500235;16/11/2025;Wizards;Nets;1.0;31.44;29.0;5.0;5.0;6.0;0.0;6.0
AJ;Johnson;G;1642358.0;22500235;16/11/2025;Wizards;Nets;1.0;2.44;0.0;0.0;0.0;1.0;0.0;1.0
Tre;Johnson;G;1642848.0;22500235;16/11/2025;Wizards;Nets;1.0;17;6.0;1.0;0.0;0.0;0.0;0.0
Egor;Demin;G;1642856.0;22500235;16/11/2025;Nets;Wizards;0.0;19.44;5.0;5.0;1.0;0.0;1.0;1.0
Drake;Powell;G-F;1642962.0;22500235;16/11/2025;Nets;Wizards;0.0;18.53;6.0;2.0;0.0;4.0;0.0;4.0
Khris;Middleton;F;203114.0;22500235;16/11/2025;Wizards;Nets;1.0;27.22;14.0;2.0;1.0;5.0;0.0;5.0
CJ;McCollum;G;203468.0;22500235;16/11/2025;Wizards;Nets;1.0;32.09;17.0;3.0;3.0;1.0;1.0;2.0
CJ;McCollum;G;203468.0;22500235;16/11/2025;Wizards;Nets;1.0;32.09;17.0;3.0;3.0;1.0;1.0;2.0
Domantas;Sabonis;F-C;1627734.0;22500234;16/11/2025;Kings;Spurs;0.0;36.11;17.0;5.0;0.0;10.0;3.0;13.0
De'Aaron;Fox;G;1628368.0;22500234;16/11/2025;Spurs;Kings;1.0;34.34;28.0;11.0;4.0;2.0;0.0;2.0
Malik;Monk;G;1628370.0;22500234;16/11/2025;Kings;Spurs;0.0;28.08;16.0;1.0;2.0;2.0;0.0;2.0
Luke;Kornet;C-F;1628436.0;22500234;16/11/2025;Spurs;Kings;1.0;27.38;13.0;1.0;0.0;7.0;4.0;11.0
Jordan;McLaughlin;G;1629162.0;22500234;16/11/2025;Spurs;Kings;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Drew;Eubanks;F-C;1629234.0;22500234;16/11/2025;Kings;Spurs;0.0;11.49;2.0;0.0;0.0;1.0;0.0;1.0
Keldon;Johnson;F-G;1629640.0;22500234;16/11/2025;Spurs;Kings;1.0;22.49;14.0;1.0;0.0;10.0;2.0;12.0
Devin;Vassell;G-F;1630170.0;22500234;16/11/2025;Spurs;Kings;1.0;33.54;16.0;7.0;0.0;3.0;0.0;3.0
Precious;Achiuwa;F;1630173.0;22500234;16/11/2025;Kings;Spurs;0.0;4.35;1.0;0.0;0.0;1.0;0.0;1.0
Lindy;Waters III;F;1630322.0;22500234;16/11/2025;Spurs;Kings;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Julian;Champagnie;F;1630577.0;22500234;16/11/2025;Spurs;Kings;1.0;26.09;12.0;0.0;3.0;2.0;0.0;2.0
Jeremy;Sochan;F;1631110.0;22500234;16/11/2025;Spurs;Kings;1.0;22.13;11.0;2.0;2.0;4.0;1.0;5.0
Harrison;Ingram;F;1631127.0;22500234;16/11/2025;Spurs;Kings;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Keon;Ellis;G;1631165.0;22500234;16/11/2025;Kings;Spurs;0.0;14.48;2.0;0.0;0.0;1.0;0.0;1.0
Stephon;Castle;G;1642264.0;22500234;16/11/2025;Spurs;Kings;1.0;15.34;4.0;5.0;1.0;0.0;0.0;0.0
Nique;Clifford;G;1642363.0;22500234;16/11/2025;Kings;Spurs;0.0;10.57;1.0;0.0;0.0;0.0;0.0;0.0
Carter;Bryant;F;1642868.0;22500234;16/11/2025;Spurs;Kings;1.0;6.35;0.0;0.0;0.0;2.0;0.0;2.0
Maxime;Raynaud;C;1642875.0;22500234;16/11/2025;Kings;Spurs;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Russell;Westbrook;G;201566.0;22500234;16/11/2025;Kings;Spurs;0.0;34.41;14.0;7.0;3.0;8.0;1.0;9.0
DeMar;DeRozan;G-F;201942.0;22500234;16/11/2025;Kings;Spurs;0.0;39.04;27.0;4.0;1.0;1.0;1.0;2.0
Bismack;Biyombo;C;202687.0;22500234;16/11/2025;Spurs;Kings;1.0;1.55;0.0;0.0;0.0;1.0;0.0;1.0
Harrison;Barnes;F;203084.0;22500234;16/11/2025;Spurs;Kings;1.0;30.12;20.0;3.0;3.0;2.0;0.0;2.0
Dennis;Schroder;G;203471.0;22500234;16/11/2025;Kings;Spurs;0.0;35.13;22.0;5.0;5.0;6.0;0.0;6.0
Kelly;Olynyk;F-C;203482.0;22500234;16/11/2025;Spurs;Kings;1.0;18.27;5.0;8.0;1.0;4.0;2.0;6.0
Zach;LaVine;G;203897.0;22500234;16/11/2025;Kings;Spurs;0.0;24.34;8.0;3.0;1.0;2.0;0.0;2.0
Doug;McDermott;F;203926.0;22500234;16/11/2025;Kings;Spurs;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Dario;Saric;F-C;203967.0;22500234;16/11/2025;Kings;Spurs;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Chris;Paul;G;101108.0;22500233;16/11/2025;Clippers;Celtics;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kris;Dunn;G;1627739.0;22500233;16/11/2025;Clippers;Celtics;0.0;24.3;6.0;3.0;1.0;3.0;1.0;4.0
Jaylen;Brown;G-F;1627759.0;22500233;16/11/2025;Celtics;Clippers;1.0;38.37;33.0;3.0;1.0;10.0;3.0;13.0
Ivica;Zubac;C;1627826.0;22500233;16/11/2025;Clippers;Celtics;0.0;33.38;16.0;2.0;0.0;10.0;2.0;12.0
Derrick;Jones Jr.;F;1627884.0;22500233;16/11/2025;Clippers;Celtics;0.0;10.56;5.0;0.0;1.0;1.0;0.0;1.0
John;Collins;F-C;1628381.0;22500233;16/11/2025;Clippers;Celtics;0.0;30.17;17.0;0.0;1.0;2.0;0.0;2.0
Derrick;White;G;1628401.0;22500233;16/11/2025;Celtics;Clippers;1.0;38.52;22.0;9.0;4.0;5.0;2.0;7.0
Chris;Boucher;F;1628449.0;22500233;16/11/2025;Celtics;Clippers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Anfernee;Simons;G;1629014.0;22500233;16/11/2025;Celtics;Clippers;1.0;11.57;0.0;2.0;0.0;0.0;0.0;0.0
Neemias;Queta;C;1629674.0;22500233;16/11/2025;Celtics;Clippers;1.0;33.28;14.0;3.0;0.0;3.0;6.0;9.0
Payton;Pritchard;G;1630202.0;22500233;16/11/2025;Celtics;Clippers;1.0;33.05;30.0;2.0;8.0;2.0;1.0;3.0
Xavier;Tillman;F;1630214.0;22500233;16/11/2025;Celtics;Clippers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Luka;Garza;C;1630568.0;22500233;16/11/2025;Celtics;Clippers;1.0;14.24;13.0;0.0;2.0;1.0;3.0;4.0
Sam;Hauser;F;1630573.0;22500233;16/11/2025;Celtics;Clippers;1.0;6.45;0.0;1.0;0.0;1.0;1.0;2.0
Josh;Minott;F;1631169.0;22500233;16/11/2025;Celtics;Clippers;1.0;11.29;0.0;1.0;0.0;1.0;0.0;1.0
Baylor;Scheierman;G;1631248.0;22500233;16/11/2025;Celtics;Clippers;1.0;18.11;3.0;2.0;1.0;0.0;2.0;2.0
Kobe;Brown;F;1641738.0;22500233;16/11/2025;Clippers;Celtics;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jordan;Miller;G;1641757.0;22500233;16/11/2025;Clippers;Celtics;0.0;11.02;4.0;2.0;0.0;1.0;1.0;2.0
Jordan;Walsh;G;1641775.0;22500233;16/11/2025;Celtics;Clippers;1.0;33.13;6.0;3.0;0.0;6.0;2.0;8.0
Cam;Christie;G;1642353.0;22500233;16/11/2025;Clippers;Celtics;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Hugo;Gonzalez;G;1642864.0;22500233;16/11/2025;Celtics;Clippers;1.0;;0.0;0.0;0.0;0.0;0.0;0.0
Kobe;Sanders;G;1642920.0;22500233;16/11/2025;Clippers;Celtics;0.0;22.37;11.0;2.0;2.0;2.0;4.0;6.0
Yanic Konan;Niederhauser;;1642949.0;22500233;16/11/2025;Clippers;Celtics;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Brook;Lopez;C;201572.0;22500233;16/11/2025;Clippers;Celtics;0.0;14.09;5.0;3.0;1.0;2.0;0.0;2.0
Nicolas;Batum;G-F;201587.0;22500233;16/11/2025;Clippers;Celtics;0.0;20.17;6.0;0.0;2.0;3.0;1.0;4.0
James;Harden;G;201935.0;22500233;16/11/2025;Clippers;Celtics;0.0;37.49;37.0;8.0;5.0;6.0;1.0;7.0
Bogdan;Bogdanovic;G;203992.0;22500233;16/11/2025;Clippers;Celtics;0.0;34.45;11.0;3.0;1.0;4.0;0.0;4.0
Myles;Turner;C-F;1626167.0;22500231;15/11/2025;Bucks;Lakers;1.0;30.12;3.0;1.0;1.0;7.0;1.0;8.0
Bobby;Portis;F;1626171.0;22500231;15/11/2025;Bucks;Lakers;1.0;17.56;8.0;0.0;2.0;4.0;2.0;6.0
Kyle;Kuzma;F;1628398.0;22500231;15/11/2025;Bucks;Lakers;1.0;19.35;1.0;0.0;0.0;1.0;0.0;1.0
Maxi;Kleber;F;1628467.0;22500231;15/11/2025;Lakers;Bucks;0.0;25.01;3.0;3.0;1.0;1.0;0.0;1.0
Gary;Trent Jr.;G;1629018.0;22500231;15/11/2025;Bucks;Lakers;1.0;23.51;13.0;1.0;3.0;0.0;0.0;0.0
Jarred;Vanderbilt;F;1629020.0;22500231;15/11/2025;Lakers;Bucks;0.0;7.43;0.0;1.0;0.0;1.0;0.0;1.0
Deandre;Ayton;C;1629028.0;22500231;15/11/2025;Lakers;Bucks;0.0;28.26;20.0;0.0;0.0;8.0;2.0;10.0
Luka;Doncic;F-G;1629029.0;22500231;15/11/2025;Lakers;Bucks;0.0;38.13;41.0;6.0;5.0;8.0;1.0;9.0
Amir;Coffey;G-F;1629599.0;22500231;15/11/2025;Bucks;Lakers;1.0;3.05;3.0;0.0;1.0;0.0;0.0;0.0
Jaxson;Hayes;C-F;1629637.0;22500231;15/11/2025;Lakers;Bucks;0.0;16.41;10.0;1.0;0.0;6.0;0.0;6.0
Cole;Anthony;G;1630175.0;22500231;15/11/2025;Bucks;Lakers;1.0;17.41;0.0;7.0;0.0;4.0;1.0;5.0
Austin;Reaves;G;1630559.0;22500231;15/11/2025;Lakers;Bucks;0.0;36.08;25.0;8.0;5.0;3.0;3.0;6.0
Jericho;Sims;C;1630579.0;22500231;15/11/2025;Bucks;Lakers;1.0;7.45;0.0;1.0;0.0;0.0;2.0;2.0
Ryan;Rollins;G;1631157.0;22500231;15/11/2025;Bucks;Lakers;1.0;27.14;10.0;3.0;0.0;1.0;0.0;1.0
Jake;LaRavia;F;1631222.0;22500231;15/11/2025;Lakers;Bucks;0.0;36.32;4.0;1.0;0.0;4.0;2.0;6.0
AJ;Green;;1631260.0;22500231;15/11/2025;Bucks;Lakers;1.0;25.06;15.0;0.0;5.0;3.0;0.0;3.0
Nick;Smith Jr.;G;1641733.0;22500231;15/11/2025;Lakers;Bucks;0.0;2.53;3.0;1.0;1.0;0.0;0.0;0.0
Andre;Jackson Jr.;G;1641748.0;22500231;15/11/2025;Bucks;Lakers;1.0;3.35;0.0;1.0;0.0;0.0;0.0;0.0
Mark;Sears;G;1641813.0;22500231;15/11/2025;Bucks;Lakers;1.0;3.05;4.0;0.0;0.0;0.0;1.0;1.0
Dalton;Knecht;F;1642261.0;22500231;15/11/2025;Lakers;Bucks;0.0;33.48;9.0;1.0;1.0;5.0;1.0;6.0
Bronny;James;G;1642355.0;22500231;15/11/2025;Lakers;Bucks;0.0;9.54;0.0;1.0;0.0;0.0;1.0;1.0
Adou;Thiero;G;1642876.0;22500231;15/11/2025;Lakers;Bucks;0.0;4.41;4.0;0.0;0.0;0.0;1.0;1.0
Giannis;Antetokounmpo;F;203507.0;22500231;15/11/2025;Bucks;Lakers;1.0;31.35;32.0;5.0;1.0;5.0;5.0;10.0
Thanasis;Antetokounmpo;F;203648.0;22500231;15/11/2025;Bucks;Lakers;1.0;3.05;0.0;0.0;0.0;1.0;0.0;1.0
Gary;Harris;G;203914.0;22500231;15/11/2025;Bucks;Lakers;1.0;26.15;6.0;1.0;2.0;1.0;0.0;1.0
Marcus;Smart;G;203935.0;22500231;15/11/2025;Lakers;Bucks;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
Jamal;Murray;G;1627750.0;22500232;15/11/2025;Nuggets;Timberwolves;0.0;38.36;23.0;12.0;1.0;6.0;0.0;6.0
Bruce;Brown;G-F;1628971.0;22500232;15/11/2025;Nuggets;Timberwolves;0.0;30.05;7.0;1.0;1.0;4.0;2.0;6.0
Donte;DiVincenzo;G;1628978.0;22500232;15/11/2025;Timberwolves;Nuggets;1.0;34.09;11.0;1.0;1.0;4.0;1.0;5.0
Jalen;Pickett;G;1629618.0;22500232;15/11/2025;Nuggets;Timberwolves;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
